workflow_name,workflow_id,active,finding_ref,severity,finding,node,tool_fix_class,disposition,disposition_note
STUFF IM TESTING,IMuMSGWhtdPU1I7J,False,CRED-003,Medium,Hardcoded email detected,Create an event in Google Calendar,Review,NEW-UNIT-RECOMMENDED,"NEW-U119 (instance-wide hardcoded-PII review, email/phone class)"
STUFF IM TESTING,IMuMSGWhtdPU1I7J,False,CRED-004,Medium,Hardcoded email detected,Get many events in Google Calendar,Review,NEW-UNIT-RECOMMENDED,"NEW-U119 (instance-wide hardcoded-PII review, email/phone class)"
STUFF IM TESTING,IMuMSGWhtdPU1I7J,False,CRED-005,Medium,Hardcoded email detected,Get availability in a calendar in Google Calendar,Review,NEW-UNIT-RECOMMENDED,"NEW-U119 (instance-wide hardcoded-PII review, email/phone class)"
STUFF IM TESTING,IMuMSGWhtdPU1I7J,False,ERR-001,Medium,"No error handling in workflow ""STUFF IM TESTING""",—,Review,NEW-UNIT-RECOMMENDED,NEW-U121 (instance-wide error-handling coverage)
Sub workflow to create videos using veo,tDD6PDVRXEkTnzGu,True,ERR-001,Medium,"No error handling in workflow ""Sub workflow to create videos using veo""",—,Review,NEW-UNIT-RECOMMENDED,NEW-U121 (instance-wide error-handling coverage)
Subworkflow: Edit Image using Seed Dream or Nano Banana,4u2cdQduqGfZViP6,True,ERR-001,Medium,"No error handling in workflow ""Subworkflow: Edit Image using Seed Dream or Nano Banana""",—,Review,NEW-UNIT-RECOMMENDED,NEW-U121 (instance-wide error-handling coverage)
SUPERBOT FOR CLASS,x91WGueVZ54bIua8,True,CRED-001,Medium,Hardcoded email detected,Create an event in Google Calendar,Review,NEW-UNIT-RECOMMENDED,"NEW-U119 (instance-wide hardcoded-PII review, email/phone class)"
SUPERBOT FOR CLASS,x91WGueVZ54bIua8,True,CRED-002,Medium,Hardcoded email detected,Get availability in a calendar in Google Calendar,Review,NEW-UNIT-RECOMMENDED,"NEW-U119 (instance-wide hardcoded-PII review, email/phone class)"
SUPERBOT FOR CLASS,x91WGueVZ54bIua8,True,CRED-003,Medium,Hardcoded email detected,Get many events in Google Calendar,Review,NEW-UNIT-RECOMMENDED,"NEW-U119 (instance-wide hardcoded-PII review, email/phone class)"
SUPERBOT FOR CLASS,x91WGueVZ54bIua8,True,CRED-004,Medium,Hardcoded email detected,bceo system email address,Review,NEW-UNIT-RECOMMENDED,"NEW-U119 (instance-wide hardcoded-PII review, email/phone class)"
SUPERBOT FOR CLASS,x91WGueVZ54bIua8,True,ERR-001,Medium,"No error handling in workflow ""SUPERBOT FOR CLASS""",—,Review,NEW-UNIT-RECOMMENDED,NEW-U121 (instance-wide error-handling coverage)
Superbot Multi-Agent v3.0,ou8jGf0iltfy6Nau,False,CRED-001,Medium,Hardcoded email detected,Set Email,Review,NEW-UNIT-RECOMMENDED,"NEW-U119 (instance-wide hardcoded-PII review, email/phone class)"
Superbot Multi-Agent v3.0,ou8jGf0iltfy6Nau,False,CRED-002,Medium,Hardcoded email detected,Google Workspace Agent,Review,NEW-UNIT-RECOMMENDED,"NEW-U119 (instance-wide hardcoded-PII review, email/phone class)"
Superbot Multi-Agent v3.0,ou8jGf0iltfy6Nau,False,CRED-003,Medium,Hardcoded email detected,Create an event in Google Calendar,Review,NEW-UNIT-RECOMMENDED,"NEW-U119 (instance-wide hardcoded-PII review, email/phone class)"
Superbot Multi-Agent v3.0,ou8jGf0iltfy6Nau,False,CRED-004,Medium,Hardcoded email detected,Get many events in Google Calendar,Review,NEW-UNIT-RECOMMENDED,"NEW-U119 (instance-wide hardcoded-PII review, email/phone class)"
Superbot Multi-Agent v3.0,ou8jGf0iltfy6Nau,False,CRED-005,Medium,Hardcoded email detected,Get availability in a calendar in Google Calendar,Review,NEW-UNIT-RECOMMENDED,"NEW-U119 (instance-wide hardcoded-PII review, email/phone class)"
Superbot Multi-Agent v3.0,ou8jGf0iltfy6Nau,False,ERR-001,Medium,"No error handling in workflow ""Superbot Multi-Agent v3.0""",—,Review,NEW-UNIT-RECOMMENDED,NEW-U121 (instance-wide error-handling coverage)
Template - Google sheet updates,GOjDtPwm1SZQ027Z,False,ERR-001,Medium,"No error handling in workflow ""Template - Google sheet updates""",—,Review,NEW-UNIT-RECOMMENDED,NEW-U121 (instance-wide error-handling coverage)
Template - Gotenberg pdf creator,z1c2SdLnkclDFTax,False,WEBHOOK-001,Medium,"Unauthenticated webhook: ""Webhook Trigger""",Webhook Trigger,Auto-fix,NEW-UNIT-RECOMMENDED,NEW-U120 (instance-wide unauthenticated-webhook remediation)
Template - Gotenberg pdf creator,z1c2SdLnkclDFTax,False,ERR-001,Medium,"No error handling in workflow ""Template - Gotenberg pdf creator""",—,Review,NEW-UNIT-RECOMMENDED,NEW-U121 (instance-wide error-handling coverage)
Template - NCA Toolkit,R5rT2TH7Na3isFHi,False,ERR-001,Medium,"No error handling in workflow ""Template - NCA Toolkit""",—,Review,NEW-UNIT-RECOMMENDED,NEW-U121 (instance-wide error-handling coverage)
Template - NCA Toolkit with ffmpeg video and audio template,OnIlGaZeOmPaayIW,False,ERR-001,Medium,"No error handling in workflow ""Template - NCA Toolkit with ffmpeg video and audio template""",—,Review,NEW-UNIT-RECOMMENDED,NEW-U121 (instance-wide error-handling coverage)
template Easiest way to generate images with nano banana pro,u9KmifQJ1Ybg9ONc,False,WEBHOOK-001,Medium,"Unauthenticated webhook: ""On form submission""",On form submission,Auto-fix,NEW-UNIT-RECOMMENDED,NEW-U120 (instance-wide unauthenticated-webhook remediation)
template Easiest way to generate images with nano banana pro,u9KmifQJ1Ybg9ONc,False,ERR-001,Medium,"No error handling in workflow ""template Easiest way to generate images with nano banana pro""",—,Review,NEW-UNIT-RECOMMENDED,NEW-U121 (instance-wide error-handling coverage)
Template Voiceai Pt 1,iy888GgBYmze0nYg,False,WEBHOOK-001,Medium,"Unauthenticated webhook: ""get a calendar availability""",get a calendar availability,Auto-fix,NEW-UNIT-RECOMMENDED,NEW-U120 (instance-wide unauthenticated-webhook remediation)
Template Voiceai pt 2,2gd2aao8nFma9JaV,False,WEBHOOK-001,Medium,"Unauthenticated webhook: ""Book appointment""",Book appointment,Auto-fix,NEW-UNIT-RECOMMENDED,NEW-U120 (instance-wide unauthenticated-webhook remediation)
Template VoiceAi Pt 3,J20x65Ta4WzdFVmY,False,WEBHOOK-001,Medium,"Unauthenticated webhook: ""Webhook""",Webhook,Auto-fix,NEW-UNIT-RECOMMENDED,NEW-U120 (instance-wide unauthenticated-webhook remediation)
Template VoiceAi Pt 3,J20x65Ta4WzdFVmY,False,ERR-001,Medium,"No error handling in workflow ""Template VoiceAi Pt 3""",—,Review,NEW-UNIT-RECOMMENDED,NEW-U121 (instance-wide error-handling coverage)
template-ffmpeg test,6FIxaCq5sBhRKizl,False,ERR-001,Medium,"No error handling in workflow ""template-ffmpeg test""",—,Review,NEW-UNIT-RECOMMENDED,NEW-U121 (instance-wide error-handling coverage)
test 2,w5rwXMA303LdrQRp,True,ERR-001,Medium,"No error handling in workflow ""test 2""",—,Review,NEW-UNIT-RECOMMENDED,NEW-U121 (instance-wide error-handling coverage)
TEST Make Test,vuzXoYtMLn8a8fVn,False,WEBHOOK-001,Medium,"Unauthenticated webhook: ""GHL Trigger""",GHL Trigger,Auto-fix,NEW-UNIT-RECOMMENDED,NEW-U120 (instance-wide unauthenticated-webhook remediation)
TEST Make Test,vuzXoYtMLn8a8fVn,False,ERR-001,Medium,"No error handling in workflow ""TEST Make Test""",—,Review,NEW-UNIT-RECOMMENDED,NEW-U121 (instance-wide error-handling coverage)
TREVORS PINECONE CREATOR AND DATABASE / INDEX UPDATER,4J3SnDf76y3PaqJd,False,ERR-001,Medium,"No error handling in workflow ""TREVORS PINECONE CREATOR AND DATABASE / INDEX UPDATER""",—,Review,NEW-UNIT-RECOMMENDED,NEW-U121 (instance-wide error-handling coverage)
Trevors Pinecone creator and updater,I9bZu4o2QaXu9JoK,True,ERR-001,Medium,"No error handling in workflow ""Trevors Pinecone creator and updater""",—,Review,NEW-UNIT-RECOMMENDED,NEW-U121 (instance-wide error-handling coverage)
Trevors SUPERBOT Part 1  not ready no telegram,ggqcH0xP8LhZC3nY,False,CRED-001,Medium,Hardcoded email detected,Append row in sheet in Google Sheets,Review,NEW-UNIT-RECOMMENDED,"NEW-U119 (instance-wide hardcoded-PII review, email/phone class)"
Trevors SUPERBOT Part 1  not ready no telegram,ggqcH0xP8LhZC3nY,False,CRED-002,Medium,Hardcoded email detected,Create an event in Google Calendar,Review,NEW-UNIT-RECOMMENDED,"NEW-U119 (instance-wide hardcoded-PII review, email/phone class)"
Trevors SUPERBOT Part 1  not ready no telegram,ggqcH0xP8LhZC3nY,False,CRED-003,Medium,Hardcoded email detected,Get availability in a calendar in Google Calendar,Review,NEW-UNIT-RECOMMENDED,"NEW-U119 (instance-wide hardcoded-PII review, email/phone class)"
Trevors SUPERBOT Part 1  not ready no telegram,ggqcH0xP8LhZC3nY,False,CRED-004,Medium,Hardcoded email detected,Get many events in Google Calendar,Review,NEW-UNIT-RECOMMENDED,"NEW-U119 (instance-wide hardcoded-PII review, email/phone class)"
Trevors SUPERBOT Part 1  not ready no telegram,ggqcH0xP8LhZC3nY,False,ERR-001,Medium,"No error handling in workflow ""Trevors SUPERBOT Part 1  not ready no telegram""",—,Review,NEW-UNIT-RECOMMENDED,NEW-U121 (instance-wide error-handling coverage)
Trevors Superbot Part 2 THE TOOL BOX,aRQRSKgSYQz1r50t,False,CRED-001,Medium,Hardcoded email detected,Append row in sheet in Google Sheets,Review,NEW-UNIT-RECOMMENDED,"NEW-U119 (instance-wide hardcoded-PII review, email/phone class)"
Trevors Superbot Part 2 THE TOOL BOX,aRQRSKgSYQz1r50t,False,CRED-002,Medium,Hardcoded email detected,Create an event in Google Calendar,Review,NEW-UNIT-RECOMMENDED,"NEW-U119 (instance-wide hardcoded-PII review, email/phone class)"
Trevors Superbot Part 2 THE TOOL BOX,aRQRSKgSYQz1r50t,False,CRED-003,Medium,Hardcoded email detected,Get availability in a calendar in Google Calendar,Review,NEW-UNIT-RECOMMENDED,"NEW-U119 (instance-wide hardcoded-PII review, email/phone class)"
Trevors Superbot Part 2 THE TOOL BOX,aRQRSKgSYQz1r50t,False,CRED-004,Medium,Hardcoded email detected,Get many events in Google Calendar,Review,NEW-UNIT-RECOMMENDED,"NEW-U119 (instance-wide hardcoded-PII review, email/phone class)"
Trevors Superbot Part 2 THE TOOL BOX,aRQRSKgSYQz1r50t,False,ERR-001,Medium,"No error handling in workflow ""Trevors Superbot Part 2 THE TOOL BOX""",—,Review,NEW-UNIT-RECOMMENDED,NEW-U121 (instance-wide error-handling coverage)
ultimate gmail agent outdated,9Um9vvMNX4e9dbv2,False,ERR-001,Medium,"No error handling in workflow ""ultimate gmail agent outdated""",—,Review,NEW-UNIT-RECOMMENDED,NEW-U121 (instance-wide error-handling coverage)
Ultimate Sales Ai,J9jrE2ZjigZ2BOQP,False,WEBHOOK-001,Medium,"Unauthenticated webhook: ""Webhook""",Webhook,Auto-fix,NEW-UNIT-RECOMMENDED,NEW-U120 (instance-wide unauthenticated-webhook remediation)
Ultimate Sales Ai,J9jrE2ZjigZ2BOQP,False,ERR-001,Medium,"No error handling in workflow ""Ultimate Sales Ai""",—,Review,NEW-UNIT-RECOMMENDED,NEW-U121 (instance-wide error-handling coverage)
Update Your RAG Database,UnSUty49tLGjMgBP,False,ERR-001,Medium,"No error handling in workflow ""Update Your RAG Database""",—,Review,NEW-UNIT-RECOMMENDED,NEW-U121 (instance-wide error-handling coverage)
video and audio merger FFMPEG,jGyACQePgUA5Crjc,False,WEBHOOK-001,Medium,"Unauthenticated webhook: ""Merge Video""",Merge Video,Auto-fix,NEW-UNIT-RECOMMENDED,NEW-U120 (instance-wide unauthenticated-webhook remediation)
video and audio merger FFMPEG,jGyACQePgUA5Crjc,False,WEBHOOK-002,Medium,"Unauthenticated webhook: ""Merge Audio""",Merge Audio,Auto-fix,NEW-UNIT-RECOMMENDED,NEW-U120 (instance-wide unauthenticated-webhook remediation)
video and audio merger FFMPEG,jGyACQePgUA5Crjc,False,ERR-001,Medium,"No error handling in workflow ""video and audio merger FFMPEG""",—,Review,NEW-UNIT-RECOMMENDED,NEW-U121 (instance-wide error-handling coverage)
Video Merge - Native Nodes Only,KdSUx4GX9l2CtZSm,False,CRED-001,Medium,Hardcoded email detected,Sticky Note,Review,NEW-UNIT-RECOMMENDED,"NEW-U119 (instance-wide hardcoded-PII review, email/phone class)"
Video Merge - Native Nodes Only,KdSUx4GX9l2CtZSm,False,WEBHOOK-001,Medium,"Unauthenticated webhook: ""Webhook""",Webhook,Auto-fix,NEW-UNIT-RECOMMENDED,NEW-U120 (instance-wide unauthenticated-webhook remediation)
Video Merge - Native Nodes Only,KdSUx4GX9l2CtZSm,False,ERR-001,Medium,"No error handling in workflow ""Video Merge - Native Nodes Only""",—,Review,NEW-UNIT-RECOMMENDED,NEW-U121 (instance-wide error-handling coverage)
n8n-mcp Test Workflow,QaWYmA1OSxZGkaAN,False,RETENTION-001,Low,"Excessive data retention in workflow ""n8n-mcp Test Workflow""",—,User action,NEW-UNIT-RECOMMENDED,NEW-U122 (instance-wide execution-data-retention configuration)
(instance-level),-,-,BUILTIN-CRED-UNUSED-ANY,Low,22 credentials unused in any workflow,-,Review,NEW-UNIT-RECOMMENDED,NEW-U123 (instance-wide credential hygiene: delete/consolidate unused credentials)
(instance-level),-,-,BUILTIN-CRED-UNUSED-ACTIVE,Low,33 credentials unused in any ACTIVE workflow,-,Review,NEW-UNIT-RECOMMENDED,NEW-U123 (instance-wide credential hygiene)
(instance-level),-,-,BUILTIN-CRED-UNUSED-90D,Low,67 credentials unused in last 90 days,-,Review,NEW-UNIT-RECOMMENDED,NEW-U123 (instance-wide credential hygiene)
(instance-level),-,-,BUILTIN-NODES-RISKY,Low,"1386 official-node instances of a type capable of arbitrary code execution (Code/HTTP Request/etc. node TYPE count, not a specific exploited instance)",-,Review,ACCEPTED,"Inherent to normal n8n workflow authoring; instance already excludes the highest-risk node types (executeCommand, localFileTrigger, e2eTest, dynamicCredentialCheck) per its own security-settings readout. Not a specific defect -- platform-level advisory only."
(instance-level),-,-,BUILTIN-NODES-COMMUNITY,Low,"8 community (unvetted, full host access) nodes installed",-,Review,NEW-UNIT-RECOMMENDED,NEW-U124 (enumerate + review the 8 community node packages by name/publisher; uninstall unused)
(instance-level),-,-,BUILTIN-INSTANCE-UNPROTECTED-WEBHOOKS,Low,"78 webhook nodes with Authentication=None AND no inline payload-validation node (stricter subset of the custom scanner's 172 unauthenticated-webhook count, which does not require the validation-node check)",-,Review,NEW-UNIT-RECOMMENDED,"Same remediation target as NEW-U120; this is a stricter subset count from the built-in scanner, not a separate finding class."
(instance-level),-,-,BUILTIN-INSTANCE-OUTDATED,Low,"n8n server version 2.29.10 is 2 versions behind (2.30.6, 2.29.11 available)",-,Action,NEW-UNIT-RECOMMENDED,"NEW-U125 (n8n server version upgrade -- operator-timed, live-instance change, needs its own maintenance-window unit, not fixed inline by an audit)"
(instance-level),-,-,BUILTIN-FS-NODES,Low,12 nodes interact with the host filesystem,-,Review,NEW-UNIT-RECOMMENDED,NEW-U126 (enumerate + review the 12 filesystem-interacting nodes by workflow/node name)
